"CO2 concentration [%] of flush gas",0,
"Process temperature [Celsius]",37,
"Mixer on time [min]",2,
"Mixer off time [min]",15,
"Mixer speed adjustment [%]",40,
"Eliminate overestimation","Yes",
"",
"Flow Cell nr.",1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
"Name","S1_oz(0%)_I/S(1)","S2_oz(0%)_I/S(1.5)","s3_oz(0%_(I/S(1.5)","s3_oz(0%)_(s/I(2)","Oz5%_30sec_I/S(1)","Oz5%_90sec_I/S(1)","TEST 2","TEST 1","Oz5%_30sec_I/S(2)","Oz5%_90sec_I/S(2)","R2 TESTE","Oz 10%_30sec_I/S(1.5)","Oz10%_60sec_I/S(2)","Reactor 2 stages","Reactor 1 stage",
"Substrate VS/COD amount [g]",24.15,18.64,18.64,15.18,24.15,24.15,0,0,15.18,15.18,247.47,18.64,15.18,3.6,0.36,
"Inoculum VS/COD amount [g]",24.15,27.96,27.96,30.36,24.15,24.15,0,0,30.36,30.36,494.94,27.96,30.36,3.6,0.36,
"Type of unit [VS/COD]","VS","VS","VS","VS","VS","VS","COD","COD","VS","VS","COD","VS","VS","VS","COD",
"Headspace volume [ml]",150,150,150,150,150,150,0,0,150,150,5500,150,150,200,200,
"Assumed CH4 content [%]",0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,
"",
"Hour","S1_oz(0%)_I/S(1) Volume [Nml]","S2_oz(0%)_I/S(1.5) Volume [Nml]","s3_oz(0%_(I/S(1.5) Volume [Nml]","s3_oz(0%)_(s/I(2) Volume [Nml]","Oz5%_30sec_I/S(1) Volume [Nml]","Oz5%_90sec_I/S(1) Volume [Nml]","TEST 2 Volume [Nml]","TEST 1 Volume [Nml]","Oz5%_30sec_I/S(2) Volume [Nml]","Oz5%_90sec_I/S(2) Volume [Nml]","R2 TESTE Volume [Nml]","Oz 10%_30sec_I/S(1.5) Volume [Nml]","Oz10%_60sec_I/S(2) Volume [Nml]","Reactor 2 stages Volume [Nml]","Reactor 1 stage Volume [Nml]","S1_oz(0%)_I/S(1) Flow [Nml/hour]","S2_oz(0%)_I/S(1.5) Flow [Nml/hour]","s3_oz(0%_(I/S(1.5) Flow [Nml/hour]","s3_oz(0%)_(s/I(2) Flow [Nml/hour]","Oz5%_30sec_I/S(1) Flow [Nml/hour]","Oz5%_90sec_I/S(1) Flow [Nml/hour]","TEST 2 Flow [Nml/hour]","TEST 1 Flow [Nml/hour]","Oz5%_30sec_I/S(2) Flow [Nml/hour]","Oz5%_90sec_I/S(2) Flow [Nml/hour]","R2 TESTE Flow [Nml/hour]","Oz 10%_30sec_I/S(1.5) Flow [Nml/hour]","Oz10%_60sec_I/S(2) Flow [Nml/hour]","Reactor 2 stages Flow [Nml/hour]","Reactor 1 stage Flow [Nml/hour]",
494.75,"","","","","","","","","","","","","",0,657.2,"","","","","","","","","","","","","",0,0.6,
495,"","","","","","","","","","","","","",0,657.3,"","","","","","","","","","","","","",0,0.6,
495.25,"","","","","","","","","","","","","",0,657.4,"","","","","","","","","","","","","",0,0.6,
495.5,"","","","","","","","","","","","","",0,657.6,"","","","","","","","","","","","","",0,0.6,
495.75,"","","","","","","","","","","","","",0,657.7,"","","","","","","","","","","","","",0,0.6,
496,"","","","","","","","","","","","","",0,657.9,"","","","","","","","","","","","","",0,0.6,
496.25,"","","","","","","","","","","","","",0,658,"","","","","","","","","","","","","",0,0.6,
496.5,"","","","","","","","","","","","","",0,658.1,"","","","","","","","","","","","","",0,0.6,
496.75,"","","","","","","","","","","","","",0,658.3,"","","","","","","","","","","","","",0,0.6,
497,"","","","","","","","","","","","","",0,658.4,"","","","","","","","","","","","","",0,0.6,
497.25,"","","","","","","","","","","","","",0,658.6,"","","","","","","","","","","","","",0,0.6,
497.5,"","","","","","","","","","","","","",0,658.7,"","","","","","","","","","","","","",0,0.6,
497.75,"","","","","","","","","","","","","",0,658.8,"","","","","","","","","","","","","",0,0.6,
498,"","","","","","","","","","","","","",0.3,659,"","","","","","","","","","","","","",1.4,0.6,
498.25,"","","","","","","","","","","","","",0.3,659.1,"","","","","","","","","","","","","",0,0.6,
498.5,"","","","","","","","","","","","","",0.3,659.3,"","","","","","","","","","","","","",0,0.6,
498.75,"","","","","","","","","","","","","",0.3,659.4,"","","","","","","","","","","","","",0,0.6,
499,"","","","","","","","","","","","","",0.3,659.5,"","","","","","","","","","","","","",0,0.6,
499.25,"","","","","","","","","","","","","",0.3,659.7,"","","","","","","","","","","","","",0,0.6,
499.5,"","","","","","","","","","","","","",0.3,659.8,"","","","","","","","","","","","","",0,0.6,
499.75,"","","","","","","","","","","","","",0.3,660,"","","","","","","","","","","","","",0,0.6,
500,"","","","","","","","","","","","","",0.3,660.6,"","","","","","","","","","","","","",0,2.4,
500.25,"","","","","","","","","","","","","",0.3,661.8,"","","","","","","","","","","","","",0,5,
500.5,"","","","","","","","","","","","","",0.3,663.1,"","","","","","","","","","","","","",0,5,
500.75,"","","","","","","","","","","","","",0.3,664.3,"","","","","","","","","","","","","",0,5,
501,"","","","","","","","","","","","","",0.3,665.5,"","","","","","","","","","","","","",0,5,
501.25,"","","","","","","","","","","","","",0.3,666.8,"","","","","","","","","","","","","",0,5,
501.5,"","","","","","","","","","","","","",0.3,668.4,"","","","","","","","","","","","","",0,6.4,
501.75,"","","","","","","","","","","","","",0.3,670.6,"","","","","","","","","","","","","",0,9,
502,"","","","","","","","","","","","","",0.3,672.9,"","","","","","","","","","","","","",0,9,
502.25,"","","","","","","","","","","","","",0.3,675.1,"","","","","","","","","","","","","",0,8.9,
502.5,"","","","","","","","","","","","","",0.3,675.8,"","","","","","","","","","","","","",0,2.9,
502.75,"","","","","","","","","","","","","",0.4,676.5,"","","","","","","","","","","","","",0,2.9,
503,"","","","","","","","","","","","","",0.4,677.3,"","","","","","","","","","","","","",0,2.9,
503.25,"","","","","","","","","","","","","",0.4,678,"","","","","","","","","","","","","",0,2.9,
503.5,"","","","","","","","","","","","","",0.4,678.7,"","","","","","","","","","","","","",0,2.9,
503.75,"","","","","","","","","","","","","",0.4,679.4,"","","","","","","","","","","","","",0,2.9,
504,"","","","","","","","","","","","","",0.4,680.1,"","","","","","","","","","","","","",0,2.9,
504.25,"","","","","","","","","","","","","",0.4,680.8,"","","","","","","","","","","","","",0,2.9,
504.5,"","","","","","","","","","","","","",0.4,681.6,"","","","","","","","","","","","","",0,2.9,
504.75,"","","","","","","","","","","","","",0.4,682.3,"","","","","","","","","","","","","",0,2.9,
505,"","","","","","","","","","","","","",0.4,682.7,"","","","","","","","","","","","","",0,1.5,
505.25,"","","","","","","","","","","","","",0.4,682.8,"","","","","","","","","","","","","",0,0.5,
505.5,"","","","","","","","","","","","","",0.4,682.9,"","","","","","","","","","","","","",0,0.5,
505.75,"","","","","","","","","","","","","",0.4,683,"","","","","","","","","","","","","",0,0.5,
506,"","","","","","","","","","","","","",0.4,683.2,"","","","","","","","","","","","","",0,0.5,
506.25,"","","","","","","","","","","","","",0.4,683.3,"","","","","","","","","","","","","",0,0.5,
506.5,"","","","","","","","","","","","","",0.4,683.4,"","","","","","","","","","","","","",0,0.5,
506.75,"","","","","","","","","","","","","",0.4,683.5,"","","","","","","","","","","","","",0,0.5,
507,"","","","","","","","","","","","","",0.4,683.7,"","","","","","","","","","","","","",0,0.5,
507.25,"","","","","","","","","","","","","",0.4,683.8,"","","","","","","","","","","","","",0,0.5,
507.5,"","","","","","","","","","","","","",0.4,683.9,"","","","","","","","","","","","","",0,0.5,
507.75,"","","","","","","","","","","","","",0.4,684,"","","","","","","","","","","","","",0,0.5,
508,"","","","","","","","","","","","","",0.4,684.1,"","","","","","","","","","","","","",0,0.5,
508.25,"","","","","","","","","","","","","",0.4,684.3,"","","","","","","","","","","","","",0,0.5,
508.5,"","","","","","","","","","","","","",0.4,684.4,"","","","","","","","","","","","","",0,0.5,
508.75,"","","","","","","","","","","","","",0.4,684.5,"","","","","","","","","","","","","",0,0.5,
509,"","","","","","","","","","","","","",0.4,684.6,"","","","","","","","","","","","","",0,0.5,
509.25,"","","","","","","","","","","","","",0.4,684.8,"","","","","","","","","","","","","",0,0.5,
509.5,"","","","","","","","","","","","","",0.4,684.9,"","","","","","","","","","","","","",0,0.5,
509.75,"","","","","","","","","","","","","",0.4,685,"","","","","","","","","","","","","",0,0.5,
510,"","","","","","","","","","","","","",0.4,685.1,"","","","","","","","","","","","","",0,0.5,
510.25,"","","","","","","","","","","","","",0.4,685.3,"","","","","","","","","","","","","",0,0.5,
510.5,"","","","","","","","","","","","","",0.4,685.4,"","","","","","","","","","","","","",0,0.5,
510.75,"","","","","","","","","","","","","",0.4,685.5,"","","","","","","","","","","","","",0,0.5,
511,"","","","","","","","","","","","","",0.4,685.6,"","","","","","","","","","","","","",0,0.5,
511.25,"","","","","","","","","","","","","",0.4,685.8,"","","","","","","","","","","","","",0,0.5,
511.5,"","","","","","","","","","","","","",0.4,685.9,"","","","","","","","","","","","","",0,0.5,
511.75,"","","","","","","","","","","","","",0.4,686,"","","","","","","","","","","","","",0,0.5,
512,"","","","","","","","","","","","","",0.4,686.1,"","","","","","","","","","","","","",0,0.5,
512.25,"","","","","","","","","","","","","",0.4,686.3,"","","","","","","","","","","","","",0,0.5,
512.5,"","","","","","","","","","","","","",0.4,686.4,"","","","","","","","","","","","","",0,0.5,
512.75,"","","","","","","","","","","","","",0.4,686.5,"","","","","","","","","","","","","",0,0.5,
513,"","","","","","","","","","","","","",0.4,686.6,"","","","","","","","","","","","","",0,0.5,
513.25,"","","","","","","","","","","","","",0.4,686.8,"","","","","","","","","","","","","",0,0.5,
513.5,"","","","","","","","","","","","","",0.4,686.9,"","","","","","","","","","","","","",0,0.5,
513.75,"","","","","","","","","","","","","",0.4,687,"","","","","","","","","","","","","",0,0.5,
514,"","","","","","","","","","","","","",0.4,687.1,"","","","","","","","","","","","","",0,0.5,
514.25,"","","","","","","","","","","","","",0.4,687.3,"","","","","","","","","","","","","",0,0.5,
514.5,"","","","","","","","","","","","","",0.4,687.4,"","","","","","","","","","","","","",0,0.5,
514.75,"","","","","","","","","","","","","",0.4,687.5,"","","","","","","","","","","","","",0,0.5,
515,"","","","","","","","","","","","","",0.4,687.6,"","","","","","","","","","","","","",0,0.5,
515.25,"","","","","","","","","","","","","",0.4,687.8,"","","","","","","","","","","","","",0,0.5,
515.5,"","","","","","","","","","","","","",0.4,687.9,"","","","","","","","","","","","","",0,0.5,
515.75,"","","","","","","","","","","","","",0.4,688,"","","","","","","","","","","","","",0,0.5,
516,"","","","","","","","","","","","","",0.4,688.1,"","","","","","","","","","","","","",0,0.5,
516.25,"","","","","","","","","","","","","",0.4,688.3,"","","","","","","","","","","","","",0,0.5,
516.5,"","","","","","","","","","","","","",0.4,688.4,"","","","","","","","","","","","","",0,0.5,
516.75,"","","","","","","","","","","","","",0.4,688.5,"","","","","","","","","","","","","",0,0.5,
517,"","","","","","","","","","","","","",0.4,688.6,"","","","","","","","","","","","","",0,0.5,
517.25,"","","","","","","","","","","","","",0.4,688.8,"","","","","","","","","","","","","",0,0.5,
517.5,"","","","","","","","","","","","","",0.4,688.9,"","","","","","","","","","","","","",0,0.5,
517.75,"","","","","","","","","","","","","",0.4,689,"","","","","","","","","","","","","",0,0.5,
518,"","","","","","","","","","","","","",0.4,689.1,"","","","","","","","","","","","","",0,0.5,
518.25,"","","","","","","","","","","","","",0.4,689.2,"","","","","","","","","","","","","",0,0.5,
518.5,"","","","","","","","","","","","","",0.4,689.4,"","","","","","","","","","","","","",0,0.5,
518.75,"","","","","","","","","","","","","",0.4,689.5,"","","","","","","","","","","","","",0,0.5,
519,"","","","","","","","","","","","","",0.4,689.6,"","","","","","","","","","","","","",0,0.5,
519.25,"","","","","","","","","","","","","",0.4,689.7,"","","","","","","","","","","","","",0,0.5,
519.5,"","","","","","","","","","","","","",0.4,689.9,"","","","","","","","","","","","","",0,0.5,
519.75,"","","","","","","","","","","","","",0.4,690,"","","","","","","","","","","","","",0,0.5,
520,"","","","","","","","","","","","","",0.4,690.1,"","","","","","","","","","","","","",0,0.5,
520.25,"","","","","","","","","","","","","",0.4,690.5,"","","","","","","","","","","","","",0,1.4,
520.5,"","","","","","","","","","","","","",0.4,690.8,"","","","","","","","","","","","","",0,1.4,
520.75,"","","","","","","","","","","","","",0.4,691.2,"","","","","","","","","","","","","",0,1.4,
521,"","","","","","","","","","","","","",0.4,691.5,"","","","","","","","","","","","","",0,1.4,
521.25,"","","","","","","","","","","","","",0.4,691.9,"","","","","","","","","","","","","",0,1.4,
521.5,"","","","","","","","","","","","","",0.4,692.2,"","","","","","","","","","","","","",0,1.4,
521.75,"","","","","","","","","","","","","",0.4,692.6,"","","","","","","","","","","","","",0,1.4,
522,"","","","","","","","","","","","","",0.4,692.9,"","","","","","","","","","","","","",0,1.4,
522.25,"","","","","","","","","","","","","",0.4,693.3,"","","","","","","","","","","","","",0,1.4,
522.5,"","","","","","","","","","","","","",0.4,693.6,"","","","","","","","","","","","","",0,1.4,
522.75,"","","","","","","","","","","","","",0.4,694,"","","","","","","","","","","","","",0,1.4,
523,"","","","","","","","","","","","","",0.4,694.3,"","","","","","","","","","","","","",0,1.4,
523.25,"","","","","","","","","","","","","",0.4,694.7,"","","","","","","","","","","","","",0,1.4,
523.5,"","","","","","","","","","","","","",0.4,695,"","","","","","","","","","","","","",0,1.4,
523.75,"","","","","","","","","","","","","",0.4,695.4,"","","","","","","","","","","","","",0,1.4,
524,"","","","","","","","","","","","","",0.4,695.7,"","","","","","","","","","","","","",0,1.4,
524.25,"","","","","","","","","","","","","",0.4,696.1,"","","","","","","","","","","","","",0,1.4,
524.5,"","","","","","","","","","","","","",0.4,696.4,"","","","","","","","","","","","","",0,1.4,
524.75,"","","","","","","","","","","","","",0.4,696.8,"","","","","","","","","","","","","",0,1.4,
525,"","","","","","","","","","","","","",0.4,697.1,"","","","","","","","","","","","","",0,1.4,
525.25,"","","","","","","","","","","","","",0.4,697.5,"","","","","","","","","","","","","",0,1.4,
525.5,"","","","","","","","","","","","","",0.4,705.3,"","","","","","","","","","","","","",0,31.2,
525.75,"","","","","","","","","","","","","",0.4,705.4,"","","","","","","","","","","","","",0,0.6,
526,"","","","","","","","","","","","","",0.4,705.6,"","","","","","","","","","","","","",0,0.6,
526.25,"","","","","","","","","","","","","",0.4,705.7,"","","","","","","","","","","","","",0,0.6,
526.5,"","","","","","","","","","","","","",0.4,705.9,"","","","","","","","","","","","","",0,0.6,
526.75,"","","","","","","","","","","","","",0.4,706,"","","","","","","","","","","","","",0,0.6,
527,"","","","","","","","","","","","","",0.4,706.2,"","","","","","","","","","","","","",0,0.6,
527.25,"","","","","","","","","","","","","",0.4,706.3,"","","","","","","","","","","","","",0,0.6,
527.5,"","","","","","","","","","","","","",0.4,706.5,"","","","","","","","","","","","","",0,0.6,
527.75,"","","","","","","","","","","","","",0.4,706.6,"","","","","","","","","","","","","",0,0.6,
528,"","","","","","","","","","","","","",0.4,706.8,"","","","","","","","","","","","","",0,0.6,
528.25,"","","","","","","","","","","","","",0.4,706.9,"","","","","","","","","","","","","",0,0.6,
528.5,"","","","","","","","","","","","","",0.4,707.1,"","","","","","","","","","","","","",0,0.6,
528.75,"","","","","","","","","","","","","",0.4,707.2,"","","","","","","","","","","","","",0,0.6,
529,"","","","","","","","","","","","","",0.4,707.4,"","","","","","","","","","","","","",0,0.6,
529.25,"","","","","","","","","","","","","",0.4,707.5,"","","","","","","","","","","","","",0,0.6,
529.5,"","","","","","","","","","","","","",0.4,707.7,"","","","","","","","","","","","","",0,0.6,
529.75,"","","","","","","","","","","","","",0.4,707.8,"","","","","","","","","","","","","",0,0.6,
530,"","","","","","","","","","","","","",0.4,708,"","","","","","","","","","","","","",0,0.6,
530.25,"","","","","","","","","","","","","",0.4,708.1,"","","","","","","","","","","","","",0,0.6,
530.5,"","","","","","","","","","","","","",0.4,708.3,"","","","","","","","","","","","","",0,0.6,
530.75,"","","","","","","","","","","","","",0.4,708.4,"","","","","","","","","","","","","",0,0.6,
531,"","","","","","","","","","","","","",0.4,708.6,"","","","","","","","","","","","","",0,0.6,
531.25,"","","","","","","","","","","","","",0.4,708.7,"","","","","","","","","","","","","",0,0.6,
531.5,"","","","","","","","","","","","","",0.4,708.9,"","","","","","","","","","","","","",0,0.6,
531.75,"","","","","","","","","","","","","",0.4,709,"","","","","","","","","","","","","",0,0.6,
532,"","","","","","","","","","","","","",0.4,709.2,"","","","","","","","","","","","","",0,0.6,
532.25,"","","","","","","","","","","","","",0.4,709.3,"","","","","","","","","","","","","",0,0.6,
532.5,"","","","","","","","","","","","","",0.4,709.5,"","","","","","","","","","","","","",0,0.6,
532.75,"","","","","","","","","","","","","",0.4,709.6,"","","","","","","","","","","","","",0,0.6,
533,"","","","","","","","","","","","","",0.4,709.8,"","","","","","","","","","","","","",0,0.6,
533.25,"","","","","","","","","","","","","",0.4,709.9,"","","","","","","","","","","","","",0,0.6,
533.5,"","","","","","","","","","","","","",0.4,710.1,"","","","","","","","","","","","","",0,0.6,
533.75,"","","","","","","","","","","","","",0.4,710.2,"","","","","","","","","","","","","",0,0.6,
534,"","","","","","","","","","","","","",0.4,710.4,"","","","","","","","","","","","","",0,0.6,
534.25,"","","","","","","","","","","","","",0.4,710.5,"","","","","","","","","","","","","",0,0.6,
534.5,"","","","","","","","","","","","","",0.4,710.7,"","","","","","","","","","","","","",0,0.6,
534.75,"","","","","","","","","","","","","",0.4,710.8,"","","","","","","","","","","","","",0,0.6,
535,"","","","","","","","","","","","","",0.4,711,"","","","","","","","","","","","","",0,0.6,
535.25,"","","","","","","","","","","","","",0.4,711.1,"","","","","","","","","","","","","",0,0.6,
535.5,"","","","","","","","","","","","","",0.4,711.3,"","","","","","","","","","","","","",0,0.6,
535.75,"","","","","","","","","","","","","",0.4,711.4,"","","","","","","","","","","","","",0,0.6,
536,"","","","","","","","","","","","","",0.4,711.6,"","","","","","","","","","","","","",0,0.6,
536.25,"","","","","","","","","","","","","",0.4,711.7,"","","","","","","","","","","","","",0,0.6,
536.5,"","","","","","","","","","","","","",0.4,711.9,"","","","","","","","","","","","","",0,0.6,
536.75,"","","","","","","","","","","","","",0.4,712,"","","","","","","","","","","","","",0,0.6,
537,"","","","","","","","","","","","","",0.4,712.2,"","","","","","","","","","","","","",0,0.6,
537.25,"","","","","","","","","","","","","",0.4,712.3,"","","","","","","","","","","","","",0,0.6,
537.5,"","","","","","","","","","","","","",0.4,712.5,"","","","","","","","","","","","","",0,0.6,
537.75,"","","","","","","","","","","","","",0.4,712.6,"","","","","","","","","","","","","",0,0.6,
538,"","","","","","","","","","","","","",0.4,712.8,"","","","","","","","","","","","","",0,0.6,
538.25,"","","","","","","","","","","","","",0.4,712.9,"","","","","","","","","","","","","",0,0.7,
538.5,"","","","","","","","","","","","","",0.4,713.1,"","","","","","","","","","","","","",0,0.7,
538.75,"","","","","","","","","","","","","",0.4,713.3,"","","","","","","","","","","","","",0,0.7,
539,"","","","","","","","","","","","","",0.4,713.4,"","","","","","","","","","","","","",0,0.7,
539.25,"","","","","","","","","","","","","",0.4,713.6,"","","","","","","","","","","","","",0,0.7,
539.5,"","","","","","","","","","","","","",0.4,713.7,"","","","","","","","","","","","","",0,0.7,
539.75,"","","","","","","","","","","","","",0.4,713.9,"","","","","","","","","","","","","",0,0.7,
540,"","","","","","","","","","","","","",0.4,714.1,"","","","","","","","","","","","","",0,0.7,
540.25,"","","","","","","","","","","","","",0.4,714.2,"","","","","","","","","","","","","",0,0.7,
540.5,"","","","","","","","","","","","","",0.4,714.4,"","","","","","","","","","","","","",0,0.7,
540.75,"","","","","","","","","","","","","",0.4,714.6,"","","","","","","","","","","","","",0,0.7,
541,"","","","","","","","","","","","","",0.4,714.7,"","","","","","","","","","","","","",0,0.7,
541.25,"","","","","","","","","","","","","",0.4,714.9,"","","","","","","","","","","","","",0,0.7,
541.5,"","","","","","","","","","","","","",0.4,715.1,"","","","","","","","","","","","","",0,0.7,
541.75,"","","","","","","","","","","","","",0.4,715.2,"","","","","","","","","","","","","",0,0.7,
542,"","","","","","","","","","","","","",0.4,715.4,"","","","","","","","","","","","","",0,0.7,
542.25,"","","","","","","","","","","","","",0.4,715.6,"","","","","","","","","","","","","",0,0.7,
542.5,"","","","","","","","","","","","","",0.4,715.7,"","","","","","","","","","","","","",0,0.7,
542.75,"","","","","","","","","","","","","",0.4,715.9,"","","","","","","","","","","","","",0,0.7,
543,"","","","","","","","","","","","","",0.4,716.1,"","","","","","","","","","","","","",0,0.7,
543.25,"","","","","","","","","","","","","",0.4,716.2,"","","","","","","","","","","","","",0,0.7,
543.5,"","","","","","","","","","","","","",0.4,716.4,"","","","","","","","","","","","","",0,0.7,
543.75,"","","","","","","","","","","","","",0.4,716.6,"","","","","","","","","","","","","",0,0.7,
544,"","","","","","","","","","","","","",0.4,716.7,"","","","","","","","","","","","","",0,0.7,
544.25,"","","","","","","","","","","","","",0.4,716.9,"","","","","","","","","","","","","",0,0.7,
544.5,"","","","","","","","","","","","","",0.4,717.1,"","","","","","","","","","","","","",0,0.7,
544.75,"","","","","","","","","","","","","",0.4,717.2,"","","","","","","","","","","","","",0,0.7,
545,"","","","","","","","","","","","","",0.4,717.4,"","","","","","","","","","","","","",0,0.7,
545.25,"","","","","","","","","","","","","",0.4,717.6,"","","","","","","","","","","","","",0,0.7,
545.5,"","","","","","","","","","","","","",0.4,717.7,"","","","","","","","","","","","","",0,0.7,
545.75,"","","","","","","","","","","","","",0.4,717.9,"","","","","","","","","","","","","",0,0.7,
546,"","","","","","","","","","","","","",0.4,718.1,"","","","","","","","","","","","","",0,0.7,
546.25,"","","","","","","","","","","","","",0.4,718.2,"","","","","","","","","","","","","",0,0.7,
546.5,"","","","","","","","","","","","","",0.4,718.4,"","","","","","","","","","","","","",0,0.7,
546.75,"","","","","","","","","","","","","",0.4,718.6,"","","","","","","","","","","","","",0,0.7,
547,"","","","","","","","","","","","","",0.4,718.7,"","","","","","","","","","","","","",0,0.7,
547.25,"","","","","","","","","","","","","",0.4,718.9,"","","","","","","","","","","","","",0,0.7,
547.5,"","","","","","","","","","","","","",0.4,719.1,"","","","","","","","","","","","","",0,0.7,
547.75,"","","","","","","","","","","","","",0.4,719.2,"","","","","","","","","","","","","",0,0.7,
548,"","","","","","","","","","","","","",0.4,719.4,"","","","","","","","","","","","","",0,0.7,
548.25,"","","","","","","","","","","","","",0.4,719.6,"","","","","","","","","","","","","",0,0.7,
548.5,"","","","","","","","","","","","","",0.4,719.7,"","","","","","","","","","","","","",0,0.7,
548.75,"","","","","","","","","","","","","",0.4,719.9,"","","","","","","","","","","","","",0,0.7,
549,"","","","","","","","","","","","","",0.4,720.1,"","","","","","","","","","","","","",0,0.7,
549.25,"","","","","","","","","","","","","",0.4,720.2,"","","","","","","","","","","","","",0,0.7,
549.5,"","","","","","","","","","","","","",0.4,728.2,"","","","","","","","","","","","","",0,31.8,
549.75,"","","","","","","","","","","","","",0.4,728.8,"","","","","","","","","","","","","",0,2.6,
550,"","","","","","","","","","","","","",0.4,729.5,"","","","","","","","","","","","","",0,2.6,
550.25,"","","","","","","","","","","","","",0.4,730.1,"","","","","","","","","","","","","",0,2.6,
550.5,"","","","","","","","","","","","","",0.4,730.7,"","","","","","","","","","","","","",0,2.6,
550.75,"","","","","","","","","","","","","",0.4,731.4,"","","","","","","","","","","","","",0,2.6,
551,"","","","","","","","","","","","","",0.4,732,"","","","","","","","","","","","","",0,2.6,
551.25,"","","","","","","","","","","","","",0.4,732.6,"","","","","","","","","","","","","",0,2.6,
551.5,"","","","","","","","","","","","","",0.4,733.3,"","","","","","","","","","","","","",0,2.6,
551.75,"","","","","","","","","","","","","",0.4,733.9,"","","","","","","","","","","","","",0,2.6,
552,"","","","","","","","","","","","","",0.4,734.6,"","","","","","","","","","","","","",0,2.6,
552.25,"","","","","","","","","","","","","",0.4,735.2,"","","","","","","","","","","","","",0,2.6,
552.5,"","","","","","","","","","","","","",0.4,735.5,"","","","","","","","","","","","","",0,1.3,
552.75,"","","","","","","","","","","","","",0.4,735.6,"","","","","","","","","","","","","",0,0.4,
553,"","","","","","","","","","","","","",0.4,735.7,"","","","","","","","","","","","","",0,0.4,
553.25,"","","","","","","","","","","","","",0.4,735.8,"","","","","","","","","","","","","",0,0.4,
553.5,"","","","","","","","","","","","","",0.4,735.9,"","","","","","","","","","","","","",0,0.4,
553.75,"","","","","","","","","","","","","",0.4,736,"","","","","","","","","","","","","",0,0.4,
554,"","","","","","","","","","","","","",0.4,736.1,"","","","","","","","","","","","","",0,0.4,
554.25,"","","","","","","","","","","","","",0.4,736.2,"","","","","","","","","","","","","",0,0.4,
554.5,"","","","","","","","","","","","","",0.4,736.3,"","","","","","","","","","","","","",0,0.4,
554.75,"","","","","","","","","","","","","",0.4,736.3,"","","","","","","","","","","","","",0,0.4,
555,"","","","","","","","","","","","","",0.4,736.4,"","","","","","","","","","","","","",0,0.4,
555.25,"","","","","","","","","","","","","",0.4,736.5,"","","","","","","","","","","","","",0,0.4,
555.5,"","","","","","","","","","","","","",0.4,736.6,"","","","","","","","","","","","","",0,0.4,
555.75,"","","","","","","","","","","","","",0.4,736.7,"","","","","","","","","","","","","",0,0.4,
556,"","","","","","","","","","","","","",0.4,736.8,"","","","","","","","","","","","","",0,0.4,
556.25,"","","","","","","","","","","","","",0.4,736.9,"","","","","","","","","","","","","",0,0.4,
556.5,"","","","","","","","","","","","","",0.4,737,"","","","","","","","","","","","","",0,0.4,
556.75,"","","","","","","","","","","","","",0.4,737.1,"","","","","","","","","","","","","",0,0.4,
557,"","","","","","","","","","","","","",0.4,737.2,"","","","","","","","","","","","","",0,0.4,
557.25,"","","","","","","","","","","","","",0.4,737.2,"","","","","","","","","","","","","",0,0.4,
557.5,"","","","","","","","","","","","","",0.4,737.3,"","","","","","","","","","","","","",0,0.4,
557.75,"","","","","","","","","","","","","",0.4,737.4,"","","","","","","","","","","","","",0,0.4,
558,"","","","","","","","","","","","","",0.4,737.5,"","","","","","","","","","","","","",0,0.4,
558.25,"","","","","","","","","","","","","",0.4,737.6,"","","","","","","","","","","","","",0,0.4,
558.5,"","","","","","","","","","","","","",0.4,737.7,"","","","","","","","","","","","","",0,0.4,
558.75,"","","","","","","","","","","","","",0.4,737.8,"","","","","","","","","","","","","",0,0.4,
559,"","","","","","","","","","","","","",0.4,737.9,"","","","","","","","","","","","","",0,0.4,
559.25,"","","","","","","","","","","","","",0.4,738,"","","","","","","","","","","","","",0,0.4,
559.5,"","","","","","","","","","","","","",0.4,738.1,"","","","","","","","","","","","","",0,0.4,
559.75,"","","","","","","","","","","","","",0.4,738.1,"","","","","","","","","","","","","",0,0.4,
560,"","","","","","","","","","","","","",0.4,738.2,"","","","","","","","","","","","","",0,0.4,
560.25,"","","","","","","","","","","","","",0.4,738.3,"","","","","","","","","","","","","",0,0.4,
560.5,"","","","","","","","","","","","","",0.4,738.4,"","","","","","","","","","","","","",0,0.4,
560.75,"","","","","","","","","","","","","",0.4,738.5,"","","","","","","","","","","","","",0,0.4,
561,"","","","","","","","","","","","","",0.4,738.6,"","","","","","","","","","","","","",0,0.4,
561.25,"","","","","","","","","","","","","",0.4,738.7,"","","","","","","","","","","","","",0,0.4,
561.5,"","","","","","","","","","","","","",0.4,738.8,"","","","","","","","","","","","","",0,0.4,
561.75,"","","","","","","","","","","","","",0.4,738.9,"","","","","","","","","","","","","",0,0.4,
562,"","","","","","","","","","","","","",0.4,739,"","","","","","","","","","","","","",0,0.4,
562.25,"","","","","","","","","","","","","",0.4,739,"","","","","","","","","","","","","",0,0.4,
562.5,"","","","","","","","","","","","","",0.4,739.1,"","","","","","","","","","","","","",0,0.4,
